,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
4249,metricsystem4,metro.co.uk.47971,5,327,rater6,Pogba had been expected to leave the club this summer after twice requesting to leave in the last two years.,"Es wurde erwartet, dass Pogba den Verein diesen Sommer verlassen würde, nachdem er in den letzten zwei Jahren zweimal darum gebeten hatte, ihn zu verlassen.","Alles wies darauf hin, dass Pogba den Club diesen Sommer verlassen würde, nachdem er in den letzten zwei Jahren zwei Mal darum bat, seinen Hut nehmen zu dürfen.",-1,-0.25943502882509867
4250,metricsystem5,metro.co.uk.47971,5,327,rater6,Pogba had been expected to leave the club this summer after twice requesting to leave in the last two years.,"Es wurde erwartet, dass Pogba den Verein in diesem Sommer verlassen wird, nachdem er in den letzten zwei Jahren zweimal darum gebeten hatte, zu gehen.","Alles wies darauf hin, dass Pogba den Club diesen Sommer verlassen würde, nachdem er in den letzten zwei Jahren zwei Mal darum bat, seinen Hut nehmen zu dürfen.",-1,-0.25943502882509867
4251,Facebook-AI,metro.co.uk.47971,6,328,rater6,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Klubs in diesem Sommer viel Geld ausgeben werden, und es gibt keinen Käufer, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn von Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-3,-2.0421411312513715
4252,HuaweiTSC,metro.co.uk.47971,6,328,rater7,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Vereine in diesem Sommer viel Geld ausgeben werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-7,-0.4015398203332083
4253,Nemo,metro.co.uk.47971,6,328,rater2,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Allerdings bedeutet die Pandemie, dass nur wenige Vereine in diesem Sommer viel Geld ausgeben werden und es gibt keinen Käufer, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn von Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.5824308458428316
4254,Online-W,metro.co.uk.47971,6,328,rater9,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Allerdings bedeutet die Pandemie, dass nur wenige Vereine in diesem Sommer viel Geld ausgeben werden und es gibt keinen Käufer, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-2,0.041516374545094464
4255,UEdin,metro.co.uk.47971,6,328,rater1,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Allerdings bedeutet die Pandemie, dass nur wenige Vereine in diesem Sommer große Ausgaben tätigen werden, und es gibt keinen Käufer, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.31342974724568423
4256,VolcTrans-AT,metro.co.uk.47971,6,328,rater2,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Vereine in diesem Sommer große Ausgaben tätigen werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.5824308458428316
4257,VolcTrans-GLAT,metro.co.uk.47971,6,328,rater2,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Allerdings bedeutet die Pandemie, dass nur wenige Klubs in diesem Sommer viel Geld ausgeben werden und es gibt keinen Käufer, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.5824308458428316
4258,eTranslation,metro.co.uk.47971,6,328,rater2,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Allerdings bedeutet die Pandemie, dass nur wenige Vereine in diesem Sommer große Ausgaben tätigen werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn vom Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.5824308458428316
4259,metricsystem1,metro.co.uk.47971,6,328,rater10,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Vereine diesen Sommer viel Geld ausgeben werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn aus Old Trafford zu locken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-1,0.3470447893223645
4260,metricsystem2,metro.co.uk.47971,6,328,rater1,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass in diesem Sommer nur wenige Clubs viel Geld ausgeben werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn von Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.31342974724568423
4261,metricsystem3,metro.co.uk.47971,6,328,rater6,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass in diesem Sommer nur wenige Clubs hohe Ausgaben tätigen werden und es keinen Käufer gibt, der eine Ablösesumme mit Pogbas Gehalt kombinieren könnte, um ihn von Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",0,0.6319180223880377
4262,metricsystem4,metro.co.uk.47971,6,328,rater6,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Vereine diesen Sommer viel ausgeben werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn von Old Trafford wegzulocken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-1,-0.25943502882509867
4263,metricsystem5,metro.co.uk.47971,6,328,rater6,"However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.","Die Pandemie bedeutet jedoch, dass nur wenige Vereine in diesem Sommer viel ausgeben werden und es keinen Käufer gibt, der eine Ablösesumme und Pogbas Gehalt kombinieren könnte, um ihn aus Old Trafford zu locken.","Angesichts der Pandemie dürfte allerdings kaum ein Verein diesen Sommer besonders tief in die Tasche greifen: Derzeit ist kein Käufer bereit, die Transfergebühren und das Gehalt von Pogba auf sich zu nehmen, um den Spieler aus Old Trafford wegzulocken.",-1,-0.25943502882509867
4264,Facebook-AI,metro.co.uk.47971,7,329,rater6,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich sowohl seine Leistungen als auch seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.6319180223880377
4265,HuaweiTSC,metro.co.uk.47971,7,329,rater6,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen sowie seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.6319180223880377
4266,Nemo,metro.co.uk.47971,7,329,rater2,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, denn sowohl seine Leistungen als auch seine Körpersprache haben sich verbessert.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.5824308458428316
4267,Online-W,metro.co.uk.47971,7,329,rater9,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen und auch seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",-1,0.4109228254705306
4268,UEdin,metro.co.uk.47971,7,329,rater1,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen sowie seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",-5,-2.80586510468085
4269,VolcTrans-AT,metro.co.uk.47971,7,329,rater1,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen sowie seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.31342974724568423
4270,VolcTrans-GLAT,metro.co.uk.47971,7,329,rater2,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klärung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen, aber auch seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.5824308458428316
4271,eTranslation,metro.co.uk.47971,7,329,rater2,"That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.","Diese Klarstellung hat Pogba in den letzten Wochen geholfen, da sich seine Leistungen sowie seine Körpersprache verbessert haben.","Diese Erkenntnis hat in den letzten Wochen seine Wirkung auf Pogba gehabt, dessen Leistung und auch Körpersprache spürbare Verbesserung zeigen.",0,0.5824308458428316
